Ημερομηνία,Διυλιστήριο,Τιμή
07/12/2025,Kiourka,83213
08/12/2025,Kiourka,81138
08/12/2025,Menidi,537272
08/12/2025,Galatsi,301150
08/12/2025,Aspropirgos,90560
09/12/2025,Aspropirgos,88590
09/12/2025,Galatsi,297379
09/12/2025,Menidi,532536
09/12/2025,Kiourka,77467
10/12/2025,Kiourka,78748
10/12/2025,Menidi,541493
10/12/2025,Galatsi,303707
10/12/2025,Aspropirgos,89820
11/12/2025,Aspropirgos,87950
11/12/2025,Galatsi,305635
11/12/2025,Menidi,537658
11/12/2025,Kiourka,81481
12/12/2025,Galatsi,308012
12/12/2025,Kiourka,78699
12/12/2025,Menidi,531662
12/12/2025,Aspropirgos,87670
13/12/2025,Aspropirgos,88810
13/12/2025,Menidi,523800
13/12/2025,Kiourka,81413
13/12/2025,Galatsi,307778
14/12/2025,Galatsi,303459
14/12/2025,Kiourka,80686
14/12/2025,Menidi,511529
14/12/2025,Aspropirgos,86330
15/12/2025,Aspropirgos,88000
15/12/2025,Menidi,523350
15/12/2025,Kiourka,78646
15/12/2025,Galatsi,306742
16/12/2025,Galatsi,302689
16/12/2025,Kiourka,83350
16/12/2025,Menidi,520608
16/12/2025,Aspropirgos,86510
17/12/2025,Aspropirgos,86330
17/12/2025,Galatsi,307628
17/12/2025,Menidi,535181
17/12/2025,Kiourka,82208
18/12/2025,Kiourka,95276
18/12/2025,Menidi,523220
18/12/2025,Galatsi,306530
18/12/2025,Aspropirgos,87210
19/12/2025,Aspropirgos,84370
19/12/2025,Menidi,525317
19/12/2025,Galatsi,309011
19/12/2025,Kiourka,81084
20/12/2025,Kiourka,83976
20/12/2025,Galatsi,307767
20/12/2025,Menidi,525515
20/12/2025,Aspropirgos,83520
21/12/2025,Aspropirgos,82890
21/12/2025,Menidi,523504
21/12/2025,Galatsi,307021
21/12/2025,Kiourka,83283
22/12/2025,Aspropirgos,84200
22/12/2025,Galatsi,306927
22/12/2025,Kiourka,77296
22/12/2025,Menidi,528230
23/12/2025,Aspropirgos,85980
23/12/2025,Galatsi,305347
23/12/2025,Kiourka,79871
23/12/2025,Menidi,525458
24/12/2025,Menidi,504994
24/12/2025,Kiourka,88378
24/12/2025,Galatsi,303059
24/12/2025,Aspropirgos,81920
25/12/2025,Aspropirgos,78800
25/12/2025,Galatsi,290110
25/12/2025,Kiourka,75583
25/12/2025,Menidi,482261
26/12/2025,Menidi,475268
26/12/2025,Kiourka,75843
26/12/2025,Galatsi,292384
26/12/2025,Aspropirgos,78930
27/12/2025,Aspropirgos,80170
27/12/2025,Galatsi,295026
27/12/2025,Kiourka,78245
27/12/2025,Menidi,479778
28/12/2025,Menidi,492579
28/12/2025,Kiourka,78696
28/12/2025,Galatsi,295647
28/12/2025,Aspropirgos,80800
29/12/2025,Aspropirgos,82790
29/12/2025,Galatsi,303029
29/12/2025,Kiourka,83439
29/12/2025,Menidi,508465
30/12/2025,Menidi,508771
30/12/2025,Kiourka,79692
30/12/2025,Galatsi,304002
30/12/2025,Aspropirgos,84890
31/12/2025,Aspropirgos,83150
31/12/2025,Galatsi,312194
31/12/2025,Kiourka,83982
31/12/2025,Menidi,519509
01/01/2026,Aspropirgos,80450
01/01/2026,Galatsi,292538
01/01/2026,Menidi,467895
01/01/2026,Kiourka,78970
02/01/2026,Kiourka,79954
02/01/2026,Menidi,508655
02/01/2026,Galatsi,296597
02/01/2026,Aspropirgos,84670
03/01/2026,Aspropirgos,83810
03/01/2026,Galatsi,296975
03/01/2026,Menidi,506786
03/01/2026,Kiourka,83529
04/01/2026,Kiourka,85352
04/01/2026,Menidi,500861
04/01/2026,Galatsi,300054
04/01/2026,Aspropirgos,83390
05/01/2026,Aspropirgos,87350
05/01/2026,Galatsi,302679
05/01/2026,Menidi,510212
05/01/2026,Kiourka,91880
06/01/2026,Kiourka,78724
06/01/2026,Menidi,498838
06/01/2026,Galatsi,297968
06/01/2026,Aspropirgos,82820
07/01/2026,Aspropirgos,86010
07/01/2026,Galatsi,308036
07/01/2026,Menidi,529985
07/01/2026,Kiourka,83142
08/01/2026,Galatsi,308547
08/01/2026,Aspropirgos,85740
08/01/2026,Menidi,525406
08/01/2026,Kiourka,82001
09/01/2026,Kiourka,72363
09/01/2026,Menidi,532681
09/01/2026,Aspropirgos,84830
09/01/2026,Galatsi,310331
10/01/2026,Galatsi,313575
10/01/2026,Aspropirgos,88170
10/01/2026,Menidi,554345
10/01/2026,Kiourka,62897
11/01/2026,Kiourka,79404
11/01/2026,Menidi,536111
11/01/2026,Aspropirgos,84360
11/01/2026,Galatsi,307895
12/01/2026,Aspropirgos,84660
12/01/2026,Galatsi,307947
12/01/2026,Kiourka,81046
12/01/2026,Menidi,523085
13/01/2026,Aspropirgos,90000
13/01/2026,Galatsi,302148
13/01/2026,Kiourka,82214
13/01/2026,Menidi,522883
14/01/2026,Aspropirgos,85910
14/01/2026,Galatsi,303998
14/01/2026,Menidi,538623
14/01/2026,Kiourka,83298
15/01/2026,Aspropirgos,85770
15/01/2026,Galatsi,298969
15/01/2026,Kiourka,86080
15/01/2026,Menidi,534527
16/01/2026,Aspropirgos,87580
16/01/2026,Galatsi,303742
16/01/2026,Menidi,532559
16/01/2026,Kiourka,84062
17/01/2026,Kiourka,85929
17/01/2026,Menidi,523556
17/01/2026,Galatsi,298971
17/01/2026,Aspropirgos,88940
18/01/2026,Aspropirgos,85190
18/01/2026,Galatsi,298202
18/01/2026,Menidi,514762
18/01/2026,Kiourka,84107
19/01/2026,Aspropirgos,86010
19/01/2026,Galatsi,300069
19/01/2026,Kiourka,77489
19/01/2026,Menidi,526812
20/01/2026,Menidi,509511
20/01/2026,Kiourka,83923
20/01/2026,Galatsi,298945
20/01/2026,Aspropirgos,85970
21/01/2026,Aspropirgos,83910
21/01/2026,Galatsi,292702
21/01/2026,Kiourka,80604
21/01/2026,Menidi,510160
22/01/2026,Menidi,545674
22/01/2026,Kiourka,89428
22/01/2026,Galatsi,301772
22/01/2026,Aspropirgos,86280
23/01/2026,Aspropirgos,87580
23/01/2026,Menidi,542898
23/01/2026,Galatsi,304083
23/01/2026,Kiourka,90963
24/01/2026,Kiourka,90250
24/01/2026,Galatsi,312085
24/01/2026,Menidi,550227
24/01/2026,Aspropirgos,88070
25/01/2026,Aspropirgos,83490
25/01/2026,Menidi,526343
25/01/2026,Galatsi,303947
25/01/2026,Kiourka,85914
26/01/2026,Aspropirgos,83060
26/01/2026,Galatsi,297203
26/01/2026,Kiourka,82222
26/01/2026,Menidi,523589
27/01/2026,Aspropirgos,83750
27/01/2026,Galatsi,302766
27/01/2026,Kiourka,91475
27/01/2026,Menidi,530736
28/01/2026,Menidi,539367
28/01/2026,Galatsi,309922
28/01/2026,Kiourka,83908
28/01/2026,Aspropirgos,84230
29/01/2026,Aspropirgos,82530
29/01/2026,Galatsi,300081
29/01/2026,Kiourka,81742
29/01/2026,Menidi,520081
30/01/2026,Aspropirgos,86230
30/01/2026,Galatsi,304809
30/01/2026,Kiourka,88004
30/01/2026,Menidi,530240
31/01/2026,Menidi,547327
31/01/2026,Kiourka,85518
31/01/2026,Aspropirgos,86440
31/01/2026,Galatsi,310734
