Ημερομηνία,Ταμιευτήρας,Τιμή
08/12/2025,Iliki,150344000
08/12/2025,Mornos,185041000
08/12/2025,Evinos,41824000
09/12/2025,Marathonas,20777000
09/12/2025,Iliki,150196000
09/12/2025,Mornos,187363000
09/12/2025,Evinos,41446000
10/12/2025,Marathonas,20758000
10/12/2025,Iliki,149900000
10/12/2025,Mornos,188918000
10/12/2025,Evinos,40828000
11/12/2025,Marathonas,20777000
11/12/2025,Iliki,149752000
11/12/2025,Mornos,190566000
11/12/2025,Evinos,40062000
12/12/2025,Marathonas,20814000
12/12/2025,Iliki,149604000
12/12/2025,Mornos,191872000
12/12/2025,Evinos,39127000
13/12/2025,Marathonas,20851000
13/12/2025,Iliki,149456000
13/12/2025,Mornos,193272000
13/12/2025,Evinos,38043000
14/12/2025,Marathonas,20870000
14/12/2025,Iliki,149160000
14/12/2025,Mornos,194763000
14/12/2025,Evinos,36858000
15/12/2025,Marathonas,20889000
15/12/2025,Iliki,148864000
15/12/2025,Mornos,196173000
15/12/2025,Evinos,35626000
16/12/2025,Marathonas,20926000
16/12/2025,Iliki,148716000
16/12/2025,Mornos,197588000
16/12/2025,Evinos,34349000
17/12/2025,Marathonas,20964000
17/12/2025,Iliki,148568000
17/12/2025,Mornos,198832000
17/12/2025,Evinos,33097000
18/12/2025,Marathonas,21020000
18/12/2025,Iliki,148420000
18/12/2025,Mornos,199900000
18/12/2025,Evinos,31871000
19/12/2025,Marathonas,21039000
19/12/2025,Iliki,148124000
19/12/2025,Mornos,200883000
19/12/2025,Evinos,30648000
20/12/2025,Marathonas,21020000
20/12/2025,Iliki,147976000
20/12/2025,Mornos,201869000
20/12/2025,Evinos,29408000
21/12/2025,Marathonas,21039000
21/12/2025,Iliki,147828000
21/12/2025,Mornos,202948000
21/12/2025,Evinos,28195000
22/12/2025,Marathonas,21020000
22/12/2025,Iliki,147680000
22/12/2025,Mornos,204122000
22/12/2025,Evinos,26907000
23/12/2025,Marathonas,21039000
23/12/2025,Iliki,147532000
23/12/2025,Mornos,203760000
23/12/2025,Evinos,26907000
24/12/2025,Marathonas,21058000
24/12/2025,Iliki,147384000
24/12/2025,Mornos,203309000
24/12/2025,Evinos,27226000
25/12/2025,Marathonas,21190000
25/12/2025,Iliki,147236000
25/12/2025,Mornos,203039000
25/12/2025,Evinos,27971000
26/12/2025,Marathonas,21227000
26/12/2025,Iliki,146940000
26/12/2025,Mornos,202678000
26/12/2025,Evinos,28932000
27/12/2025,Marathonas,21303000
27/12/2025,Iliki,146940000
27/12/2025,Mornos,202498000
27/12/2025,Evinos,29450000
28/12/2025,Marathonas,21322000
28/12/2025,Iliki,146644000
28/12/2025,Mornos,202318000
28/12/2025,Evinos,29972000
29/12/2025,Marathonas,21322000
29/12/2025,Iliki,146348000
29/12/2025,Mornos,202228000
29/12/2025,Evinos,30499000
30/12/2025,Marathonas,21265000
30/12/2025,Iliki,146348000
30/12/2025,Mornos,201779000
30/12/2025,Evinos,30818000
31/12/2025,Marathonas,21152000
31/12/2025,Iliki,146200000
31/12/2025,Mornos,201241000
31/12/2025,Evinos,31245000
01/01/2026,Marathonas,21020000
01/01/2026,Iliki,146200000
01/01/2026,Mornos,200883000
01/01/2026,Evinos,31633000
02/01/2026,Marathonas,20908000
02/01/2026,Iliki,146059000
02/01/2026,Mornos,200257000
02/01/2026,Evinos,31958000
03/01/2026,Marathonas,20889000
03/01/2026,Iliki,145918000
03/01/2026,Mornos,199989000
03/01/2026,Evinos,32437000
04/01/2026,Marathonas,20851000
04/01/2026,Iliki,145777000
04/01/2026,Mornos,203760000
04/01/2026,Evinos,37023000
05/01/2026,Marathonas,20795000
05/01/2026,Iliki,145777000
05/01/2026,Mornos,207212000
05/01/2026,Evinos,41891000
06/01/2026,Marathonas,20739000
06/01/2026,Iliki,145636000
06/01/2026,Mornos,209135000
06/01/2026,Evinos,44505000
07/01/2026,Marathonas,20684000
07/01/2026,Iliki,145495000
07/01/2026,Mornos,209869000
07/01/2026,Evinos,46142000
08/01/2026,Marathonas,20665000
08/01/2026,Iliki,145354000
08/01/2026,Mornos,212916000
08/01/2026,Evinos,49330000
09/01/2026,Marathonas,20479000
09/01/2026,Iliki,145354000
09/01/2026,Mornos,216647000
09/01/2026,Evinos,52779000
10/01/2026,Marathonas,20258000
10/01/2026,Iliki,145354000
10/01/2026,Mornos,220129000
10/01/2026,Evinos,53971000
11/01/2026,Marathonas,20074000
11/01/2026,Iliki,145354000
11/01/2026,Mornos,231644000
11/01/2026,Evinos,63965000
12/01/2026,Marathonas,19946000
12/01/2026,Iliki,145213000
12/01/2026,Mornos,237323000
12/01/2026,Evinos,66955000
13/01/2026,Marathonas,19837000
13/01/2026,Iliki,145213000
13/01/2026,Mornos,240291000
13/01/2026,Evinos,68503000
14/01/2026,Marathonas,19782000
14/01/2026,Iliki,145072000
14/01/2026,Mornos,243379000
14/01/2026,Evinos,68503000
15/01/2026,Marathonas,19692000
15/01/2026,Iliki,144931000
15/01/2026,Mornos,245785000
15/01/2026,Evinos,68011000
16/01/2026,Marathonas,19637000
16/01/2026,Iliki,144790000
16/01/2026,Mornos,247903000
16/01/2026,Evinos,67333000
17/01/2026,Marathonas,19547000
17/01/2026,Iliki,144790000
17/01/2026,Mornos,249929000
17/01/2026,Evinos,66524000
18/01/2026,Marathonas,19475000
18/01/2026,Iliki,144649000
18/01/2026,Mornos,251250000
18/01/2026,Evinos,65616000
19/01/2026,Marathonas,19439000
19/01/2026,Iliki,144508000
19/01/2026,Mornos,252576000
19/01/2026,Evinos,64403000
20/01/2026,Marathonas,19403000
20/01/2026,Iliki,144367000
20/01/2026,Mornos,254110000
20/01/2026,Evinos,63528000
21/01/2026,Marathonas,19367000
21/01/2026,Iliki,144367000
21/01/2026,Mornos,256061000
21/01/2026,Evinos,61801000
22/01/2026,Marathonas,23122000
22/01/2026,Iliki,144649000
22/01/2026,Mornos,258020000
22/01/2026,Evinos,60668000
23/01/2026,Marathonas,23440000
23/01/2026,Iliki,145777000
23/01/2026,Mornos,260092000
23/01/2026,Evinos,59827000
24/01/2026,Marathonas,23559000
24/01/2026,Iliki,145918000
24/01/2026,Mornos,262173000
24/01/2026,Evinos,58994000
25/01/2026,Marathonas,23619000
25/01/2026,Iliki,146059000
25/01/2026,Mornos,264580000
25/01/2026,Evinos,58168000
26/01/2026,Marathonas,23760000
26/01/2026,Iliki,146059000
26/01/2026,Mornos,266471000
26/01/2026,Evinos,57486000
27/01/2026,Marathonas,24022000
27/01/2026,Iliki,146940000
27/01/2026,Mornos,268581000
27/01/2026,Evinos,57513000
28/01/2026,Marathonas,24102000
28/01/2026,Iliki,147088000
28/01/2026,Mornos,270064000
28/01/2026,Evinos,57106000
29/01/2026,Marathonas,24244000
29/01/2026,Iliki,147532000
29/01/2026,Mornos,272934000
29/01/2026,Evinos,58168000
30/01/2026,Marathonas,24489000
30/01/2026,Iliki,147680000
30/01/2026,Mornos,281104000
30/01/2026,Evinos,66069000
31/01/2026,Marathonas,24652000
31/01/2026,Iliki,147976000
31/01/2026,Mornos,285676000
31/01/2026,Evinos,68777000
